city_id,year,pred
city1,2023,270.45979011431336
city10,2023,271.7015483751893
city11,2023,382.88461527228355
city12,2023,480.64360588788986
city13,2023,558.0881608724594
city14,2023,369.761314868927
city15,2023,985.1148827075958
city16,2023,341.1598849128932
city17,2023,1048.4778128266335
city18,2023,398.04195684118895
city19,2023,511.130120113492
city2,2023,532.8264238238335
city20,2023,252.23151841014624
city21,2023,889.2200300693512
city22,2023,803.9268233776093
city23,2023,153.08396023511887
city24,2023,932.2515120506287
city25,2023,638.4303196072578
city26,2023,735.7787213921547
city27,2023,588.7737720645964
city28,2023,889.7355160117149
city29,2023,608.6568431043997
city3,2023,643.4455258846283
city30,2023,505.47302716970444
city31,2023,406.9289402216673
city32,2023,442.789473682642
city33,2023,844.7647351324558
city34,2023,796.085165143013
city35,2023,861.2718561589718
city36,2023,439.991744133411
city37,2023,447.962537497282
city38,2023,459.0374466329813
city39,2023,209.7563026547432
city4,2023,96.99999999999997
city40,2023,265.23051941394806
city5,2023,796.7844652533531
city6,2023,539.583002448082
city7,2023,451.06068927329034
city8,2023,523.7345160245895
city9,2023,837.3006784468889
