年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,341.175,379.325,42.0,3.316176470588232,115.41608391608396,55.40559440559443,57.966200466200576,203.0,0.0,0.0,0.0,0.0,0.0,0.0,,387.0
2001.0,227.0,338.0,387.0,42.15384615384613,3.0,115.20279720279724,55.35314685314687,57.59557109557113,203.0,0.0,0.0,0.0,0.0,0.0,0.0,8988.0,389.0
2002.0,234.0,347.0,389.0,42.30769230769226,3.0,114.98951048951052,55.30069930069932,57.2249417249418,204.0,0.0,0.0,0.0,0.0,0.0,0.0,9668.0,391.0
2003.0,237.0,352.0,391.0,42.46153846153845,3.0,114.7762237762238,55.24825174825176,56.85431235431247,204.0,0.0,0.0,0.0,0.0,0.0,0.0,11184.0,393.0
2004.0,240.0,357.0,393.0,42.615384615384585,3.0,114.56293706293708,55.19580419580421,56.48368298368303,194.0,0.0,0.0,0.0,0.0,0.0,0.0,13068.0,394.0
2005.0,245.0,364.0,394.0,39.0,3.0,114.3496503496504,55.14335664335667,56.113053613053694,201.0,0.0,0.0,0.0,0.0,0.0,0.0,14912.0,396.0
2006.0,247.0,368.0,396.0,45.0,3.0,114.13636363636368,55.09090909090911,55.74242424242436,215.0,0.0,0.0,0.0,0.0,0.0,0.0,16860.0,405.0
2007.0,249.0,376.0,405.0,45.0,3.0,107.0,55.0,55.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,18412.0,408.0
2008.0,253.0,378.0,408.0,45.0,3.0,108.0,56.0,57.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,20832.0,410.0
2009.0,257.0,381.0,410.0,45.0,3.0,116.0,60.0,63.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,23384.0,414.0
2010.0,259.0,384.0,414.0,42.0,2.0,115.0,58.0,63.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,26316.0,422.0
2011.0,265.0,392.0,422.0,42.0,2.0,119.0,49.0,45.0,213.0,12162.0,7524.0,5079.0,0.0,0.0,16830.0,30112.0,427.0
2012.0,267.0,394.0,427.0,43.0,3.0,117.0,52.0,46.0,215.0,14019.0,9012.0,6159.0,0.0,0.0,19038.0,34112.0,428.0
2013.0,267.0,396.0,428.0,44.0,2.0,116.0,52.0,47.0,216.0,15726.0,10365.0,6429.0,0.0,0.0,21753.0,39152.0,430.0
2014.0,270.0,399.0,430.0,44.0,2.0,116.0,52.0,48.0,216.0,17160.0,11661.0,7500.0,0.0,0.0,23928.0,44656.0,434.0
2015.0,271.0,399.0,434.0,44.0,2.0,114.0,54.0,50.0,218.0,15213.0,12642.0,7995.0,17332.0,11490.0,21723.0,49048.0,438.0
2016.0,269.0,400.0,438.0,45.0,2.0,112.0,55.0,51.0,218.0,16359.0,13980.0,8934.0,18988.0,12552.0,23745.0,54468.0,444.0
2017.0,270.0,402.0,444.0,45.0,2.0,106.0,57.0,57.0,220.0,17880.0,15114.0,9975.0,20576.0,13926.0,25905.0,59588.0,446.0
2018.0,271.0,404.0,446.0,47.0,2.0,107.0,57.0,58.0,221.0,18945.0,16428.0,10923.0,22360.0,14865.0,28275.0,65847.11764776707,450.0
2019.0,273.0,407.0,450.0,49.0,2.0,105.0,48.0,83.0,225.0,19983.0,17694.0,11358.0,24068.0,15504.0,30678.0,72207.11764764786,454.0
2020.0,275.0,409.0,454.0,51.0,2.0,104.0,49.0,78.0,203.0,21684.0,19215.0,12510.0,26120.0,17019.0,33258.0,78906.06398355961,455.0
2021.0,276.0,412.0,455.0,52.0,2.0,51.0,46.0,104.0,201.0,20988.0,20625.0,12789.0,27496.0,16776.0,34752.0,85943.95665621758,
2022.0,0.0,432.7661765,459.6897059,45.38461538461536,3.0,110.72377622377628,54.25174825174827,49.81235431235439,232.11764705882345,23028.0,22686.0,14997.0,30392.0,19092.0,37791.0,93320.79566502573,
