年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,373.5874126,324.486014,36.054778554778295,3.0,49.68351648351654,112.23956043955876,35.03736263736391,197.0439560439554,0.0,0.0,0.0,0.0,0.0,0.0,,326.0524476
2001.0,1044.1846153846163,379.2972028,326.0524476,37.60372960372933,3.0,48.30329670329684,118.45494505494388,40.24395604395613,207.076923076922,0.0,0.0,0.0,0.0,0.0,0.0,12148.0,327.6188811
2002.0,1051.309890109891,385.006993,327.6188811,39.15268065268037,4.0,46.92307692307713,124.670329670329,45.45054945055017,217.1098901098885,0.0,0.0,0.0,0.0,0.0,0.0,15352.0,329.1853147
2003.0,1058.4351648351658,390.7167832,329.1853147,40.70163170163141,4.0,49.0,100.0,51.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,17876.0,330.7517483
2004.0,1065.5604395604405,396.4265734,330.7517483,42.25058275058245,4.0,44.0,98.0,60.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,20776.0,332.3181818
2005.0,1025.0,402.1363636,332.3181818,43.79953379953349,4.0,42.0,144.0,54.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,20700.0,334.0
2006.0,1046.0,400.0,334.0,45.34848484848453,4.0,42.0,167.0,66.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,20644.0,336.0
2007.0,1073.0,408.0,336.0,48.0,4.0,39.0,181.0,69.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,22624.0,337.0
2008.0,1085.0,419.0,337.0,49.0,4.0,37.0,177.0,80.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,26004.0,338.0
2009.0,1106.0,423.0,338.0,50.0,4.0,36.0,187.0,85.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,29216.0,340.0
2010.0,1154.0,431.0,340.0,51.0,4.0,35.0,193.0,89.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,31960.0,342.0
2011.0,1162.0,450.0,342.0,53.0,3.0,34.0,197.0,91.0,321.0,16554.28225108228,18784.86666738987,12038.387878787891,0.0,0.0,31066.77272729576,36316.0,343.0
2012.0,1165.0,453.0,343.0,54.0,3.0,32.0,198.0,97.0,327.0,17982.83809523812,20550.06666719913,13100.66666666668,0.0,0.0,34693.83333336562,42984.0,345.0
2013.0,1169.0,454.0,345.0,55.0,3.0,32.0,194.0,102.0,328.0,19572.85714285716,22396.0,13440.0,0.0,0.0,38670.0,48328.0,346.0
2014.0,1172.0,456.0,346.0,57.0,3.0,31.0,193.0,108.0,332.0,21104.0,24676.0,16160.0,0.0,0.0,42140.0,52944.0,348.0
2015.0,1176.0,457.0,348.0,59.0,3.0,30.0,186.0,113.0,329.0,23032.0,26836.0,17520.0,34316.0,20304.0,45495.0,60308.0,349.0
2016.0,1099.0,459.0,349.0,61.0,3.0,29.0,183.0,118.0,330.0,25544.0,28996.0,18864.0,37136.0,22336.0,48925.0,67688.0,352.0
2017.0,1109.0,461.0,352.0,63.0,3.0,28.0,181.0,124.0,332.0,28312.0,31436.0,20240.0,40116.0,24136.0,53055.0,73836.0,356.0
2018.0,1125.0,466.0,356.0,65.0,3.0,27.0,180.0,129.0,336.0,29872.0,34276.0,21708.0,43504.0,25616.0,57435.0,82932.0,360.0
2019.0,1143.0,473.0,360.0,66.0,2.0,25.0,176.0,134.0,336.0,32364.0,37412.0,23824.0,47380.0,27736.0,61940.0,90340.0,364.0
2020.0,1286.0,480.0,364.0,67.0,2.0,22.07912087912109,236.5472527472521,139.16923076923194,397.70329670329374,35432.0,39800.0,24480.0,51612.0,30544.0,64120.0,97764.0,367.0
2021.0,1313.0,540.0,367.0,71.0,2.0,11.0,173.0,146.0,330.0,36384.0,43596.0,28508.0,54664.0,31756.0,69835.0,107612.0,
2022.0,0.0,499.2027972,358.9475524,72.0,2.911764705882348,19.31868131868123,248.97802197802048,149.5824175824182,417.7692307692305,42304.0,46276.0,30568.0,60048.0,37155.0,72095.0,117196.96841681004,
