年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,262.5524476,252.9090909,38.503496503496535,4.012944453547419,0.0,55.22197802197843,44.87032967032928,152.4021978021974,0.0,0.0,0.0,0.0,0.0,0.0,,253.5909091
2001.0,460.48131868131895,264.6783217,253.5909091,39.78321678321663,3.0,0.0,58.13846153846225,46.52307692307659,154.95384615384592,0.0,0.0,0.0,0.0,0.0,0.0,10340.0,254.2727273
2002.0,464.0681318681318,266.8041958,254.2727273,41.062937062936726,4.0,0.0,61.054945054945165,48.17582417582389,157.50549450549445,0.0,0.0,0.0,0.0,0.0,0.0,13044.0,254.9545455
2003.0,467.65494505494553,268.9300699,254.9545455,42.34265734265728,4.0,0.0,57.0,41.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,16648.0,255.6363636
2004.0,471.2417582417584,271.0559441,255.6363636,43.62237762237737,3.6852367688022127,0.0,63.0,43.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,19968.0,256.3181818
2005.0,469.0,273.1818182,256.3181818,44.90209790209792,4.0,0.0,66.0,50.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,22024.0,258.0
2006.0,477.0,272.0,258.0,46.18181818181802,4.0,0.0,71.0,52.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,23872.0,258.0
2007.0,483.0,277.0,258.0,48.0,4.0,0.0,81.0,66.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,26040.0,258.0
2008.0,486.0,280.0,258.0,49.0,3.0,0.0,87.0,77.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,28504.0,259.0
2009.0,491.0,282.0,259.0,50.0,3.0,0.0,87.0,77.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,31456.0,259.0
2010.0,499.0,285.0,259.0,51.0,3.0,0.0,89.0,56.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,33840.0,260.0
2011.0,500.0,289.0,260.0,53.0,3.0,0.0,91.0,59.0,180.0,22796.8658008658,17112.836363852024,11077.545454545472,0.0,0.0,29021.37878859043,36484.0,261.0
2012.0,501.0,290.0,261.0,53.0,3.0,0.0,92.0,62.0,180.0,22786.19047619048,18635.86666667461,12041.000000000016,0.0,0.0,32176.83333390951,41104.0,261.0
2013.0,503.0,291.0,261.0,55.0,3.0,0.0,92.0,64.0,181.0,23098.95238095238,20256.0,12440.0,0.0,0.0,35750.0,46288.0,262.0
2014.0,505.0,292.0,262.0,56.0,3.0,0.0,94.0,65.0,183.0,23196.0,22404.0,14836.0,0.0,0.0,38955.0,49888.0,264.0
2015.0,509.0,293.0,264.0,57.0,3.0,0.0,95.0,67.0,184.0,24872.0,24408.0,16112.0,31508.0,20356.0,42235.0,56444.0,264.0
2016.0,513.0,295.0,264.0,59.0,3.0,0.0,96.0,69.0,187.0,26812.0,26508.0,17608.0,34248.0,22020.0,45790.0,61200.0,265.0
2017.0,516.0,298.0,265.0,61.0,2.0,0.0,96.0,72.0,189.0,27728.0,28996.0,18664.0,37192.0,23216.0,49930.0,65048.0,266.0
2018.0,522.0,300.0,266.0,62.0,2.0,0.0,96.0,74.0,192.0,28960.0,31764.0,20716.0,40700.0,24420.0,54390.0,72332.0,267.0
2019.0,528.0,303.0,267.0,64.0,2.0,0.0,95.0,79.0,194.0,31828.0,34800.0,22612.0,44484.0,26964.0,59025.0,81616.0,268.0
2020.0,581.0,306.0,268.0,65.0,2.0,0.0,113.55164835164852,77.92527472527445,203.43516483516487,34916.0,37244.0,22984.0,48672.0,29656.0,61740.0,87193.80553102493,268.0
2021.0,587.0,337.0,268.0,66.0,2.0,0.0,101.0,89.0,199.0,35488.0,41300.0,27132.0,51800.0,30412.0,67980.0,97620.0,
2022.0,0.0,309.3216783,267.9090909,66.0,2.2105521874487977,0.0,119.38461538461615,81.23076923076906,208.5384615384619,41532.0,44112.0,29356.0,57492.0,35870.0,71040.0,101704.69121932983,
