年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,415.3822844,429.2494172,49.58974358974365,4.228173374612993,75.98241758241784,135.63296703296692,54.48791208791226,265.37582417582416,0.0,0.0,0.0,0.0,0.0,0.0,,430.1480186
2001.0,521.50989010989,420.8997669,430.1480186,50.43589743589746,4.0,73.82637362637342,138.96483516483477,59.21098901098958,271.3362637362643,0.0,0.0,0.0,0.0,0.0,0.0,11460.0,431.04662
2002.0,527.1824175824186,426.4172494,431.04662,51.28205128205127,4.0,71.67032967032992,142.29670329670353,63.93406593406689,277.29670329670444,0.0,0.0,0.0,0.0,0.0,0.0,14728.0,431.9452214
2003.0,532.8549450549453,431.9347319,431.9452214,52.12820512820508,4.0,80.0,137.0,68.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,16860.0,432.8438228
2004.0,538.5274725274721,437.4522145,432.8438228,52.97435897435889,4.0,75.0,140.0,70.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,19692.0,433.7424242
2005.0,529.0,442.969697,433.7424242,53.820512820512704,4.0,65.0,148.0,73.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,21576.0,435.0
2006.0,542.0,439.0,435.0,54.66666666666674,3.0,56.0,157.0,81.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,24628.0,436.0
2007.0,552.0,450.0,436.0,56.0,3.0,53.0,162.0,87.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,26912.0,436.0
2008.0,559.0,458.0,436.0,57.0,3.0,53.0,170.0,93.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,29952.0,437.0
2009.0,567.0,464.0,437.0,57.0,4.0,52.0,172.0,105.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,30636.0,438.0
2010.0,592.0,470.0,438.0,58.0,3.0,51.0,181.0,110.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,439.0
2011.0,594.0,491.0,439.0,59.0,3.015789473684208,52.0,181.0,111.0,343.0,23124.723809523806,18085.18788021803,13380.39393939394,0.0,0.0,32542.78030270338,35124.0,440.0
2012.0,596.0,493.0,440.0,59.0,3.0,51.0,180.0,112.0,344.0,23418.361904761903,19664.533334434032,13846.733333333334,0.0,0.0,35919.24999970198,39808.0,441.0
2013.0,596.0,494.0,441.0,60.0,3.0,51.0,179.0,114.0,344.0,23986.476190476187,21304.0,13868.0,0.0,0.0,39565.0,45612.0,442.0
2014.0,597.0,495.0,442.0,61.0,3.0,46.0,179.0,120.0,346.0,24220.0,23536.0,15632.0,0.0,0.0,43165.0,49032.0,443.0
2015.0,599.0,496.0,443.0,62.0,3.0,46.0,178.0,123.0,347.0,26228.0,25648.0,17120.0,35332.0,22000.0,46745.0,54764.0,443.0
2016.0,601.0,497.0,443.0,63.0,2.0,46.0,178.0,124.0,348.0,28156.0,27744.0,17784.0,38388.0,23784.0,50305.0,58728.0,445.0
2017.0,604.0,499.0,445.0,64.0,2.0,45.0,178.0,125.0,348.0,28856.0,30328.0,19216.0,41504.0,24540.0,54445.0,61392.0,446.0
2018.0,607.0,501.0,446.0,66.0,2.0,45.0,175.0,127.0,347.0,30876.0,33096.0,20888.0,45304.0,26456.0,59045.0,67488.0,447.0
2019.0,609.0,504.0,447.0,67.0,2.0,45.0,173.0,130.0,348.0,33316.0,36120.0,22656.0,49388.0,28688.0,63935.0,75372.0,448.0
2020.0,635.0,506.0,448.0,68.0,2.0,32.86153846153866,202.2703296703293,148.94945054945129,384.584615384616,35924.0,38696.0,23132.0,53836.0,31108.0,66690.0,79305.6586381793,448.0
2021.0,643.0,527.0,448.0,71.0,2.0,18.0,160.0,152.0,330.0,36392.0,42636.0,27468.0,56600.0,31612.0,73100.0,85836.0,
2022.0,0.0,536.7668998,449.018648,72.0,1.8034055727554232,28.54945054945074,208.934065934066,158.39560439560591,396.5054945054944,42764.0,45708.0,29772.0,62508.0,37445.0,76195.0,91188.40626943111,
