年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,116.7,72.75,84.93406593406593,3.375,9.201631701631698,30.476689976690068,48.53146853146853,81.15000000000009,0.0,0.0,0.0,0.0,0.0,0.0,,74.0
2001.0,758.0,124.0,74.0,85.14285714285717,3.0,8.998834498834526,31.94522144522125,48.548951048951054,79.0,0.0,0.0,0.0,0.0,0.0,0.0,15176.0,76.0
2002.0,761.0,128.0,76.0,85.35164835164835,3.0,8.796037296037298,33.41375291375289,48.56643356643357,82.0,0.0,0.0,0.0,0.0,0.0,0.0,17036.0,79.0
2003.0,780.0,132.0,79.0,85.56043956043959,3.0,8.593240093240126,34.882284382284524,48.58391608391609,88.0,0.0,0.0,0.0,0.0,0.0,0.0,18504.0,82.0
2004.0,799.0,135.0,82.0,85.76923076923077,3.0,8.390442890442898,36.35081585081571,48.60139860139861,89.0,0.0,0.0,0.0,0.0,0.0,0.0,19200.0,86.0
2005.0,823.0,139.0,86.0,88.0,3.0,8.187645687645727,37.819347319347344,48.61888111888112,91.0,0.0,0.0,0.0,0.0,0.0,0.0,20084.0,90.0
2006.0,839.0,142.0,90.0,85.0,3.0,7.984848484848499,39.28787878787898,48.63636363636364,94.0,0.0,0.0,0.0,0.0,0.0,0.0,21844.0,93.0
2007.0,859.0,144.0,93.0,85.0,3.0,10.0,42.0,47.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,23772.0,96.0
2008.0,862.0,147.0,96.0,85.0,3.0,7.0,43.0,49.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,26612.0,99.0
2009.0,914.0,151.0,99.0,87.0,3.0,7.0,44.0,51.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,29700.0,103.0
2010.0,932.0,154.0,103.0,88.0,3.0,7.0,42.0,46.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,31760.0,105.0
2011.0,944.0,156.0,105.0,88.0,3.0,6.0,46.0,51.0,103.0,20368.0,10185.0,8070.0,0.0,0.0,25380.0,34404.0,106.0
2012.0,948.0,165.0,106.0,88.0,2.0,6.0,46.0,51.0,104.0,21160.0,11856.0,8895.0,0.0,0.0,28728.0,41052.0,107.0
2013.0,918.0,173.0,107.0,88.0,2.0,6.0,49.0,50.0,105.0,24080.0,13398.0,10098.0,0.0,0.0,32976.0,48484.0,109.0
2014.0,922.0,179.0,109.0,88.0,2.0,6.0,54.0,46.0,106.0,26128.0,14940.0,11415.0,0.0,0.0,36372.0,56240.0,110.0
2015.0,936.0,186.0,110.0,88.0,2.0,6.0,55.0,47.0,109.0,26636.0,18393.0,14301.0,33232.0,25125.0,35286.0,62576.0,112.0
2016.0,1095.0,190.0,112.0,88.0,2.0,7.0,55.0,47.0,109.0,28740.0,20508.0,16044.0,36156.0,27198.0,38322.0,67956.0,115.0
2017.0,1131.0,196.0,115.0,88.0,2.0,6.0,55.0,49.0,110.0,32148.0,22887.0,18372.0,40152.0,30477.0,42537.0,74928.0,119.0
2018.0,1192.0,207.0,119.0,89.0,2.0,6.0,55.0,51.0,112.0,34732.0,23496.0,20037.0,44040.0,32979.0,46824.0,83722.76470029354,127.0
2019.0,1272.0,221.0,127.0,89.0,2.0,6.0,67.0,92.0,116.0,36816.0,26196.0,20472.0,48104.0,35079.0,50712.0,92419.39215004444,133.0
2020.0,1352.0,233.0,133.0,90.0,2.0,6.0,65.0,90.0,137.0,40028.0,29067.0,22572.0,52492.0,38211.0,55218.0,101649.17233479024,139.0
2021.0,1420.0,245.0,139.0,91.0,2.0,5.0,60.0,83.0,148.0,37776.0,31116.0,22497.0,55936.0,36357.0,58473.0,111412.10525357725,
2022.0,0.0,210.1676471,131.4705882,89.52747252747253,2.0,4.740093240093245,62.784382284382446,48.91608391608392,122.3352941176472,43956.0,34392.0,26928.0,61388.0,42333.0,64233.0,121708.19090783596,
