年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,227.465035,238.5547786,27.372960372959824,4.789285714285711,64.7802197802198,32.692307692307736,23.637362637362912,120.1538461538462,0.0,0.0,0.0,0.0,0.0,0.0,,239.5862471
2001.0,248.2197802197801,226.3811189,239.5862471,28.87645687645636,4.675714285714264,63.91758241758248,33.076923076923094,24.950549450549715,121.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,10690.0,240.6177156
2002.0,247.8791208791208,225.2972028,240.6177156,30.37995337995289,4.562142857142845,63.054945054945165,33.46153846153845,26.26373626373652,122.0,0.0,0.0,0.0,0.0,0.0,0.0,14090.0,241.6491841
2003.0,247.53846153846143,224.2132867,241.6491841,31.88344988344943,4.448571428571427,62.19230769230762,33.846153846153925,27.57692307692332,122.92307692307712,0.0,0.0,0.0,0.0,0.0,0.0,16030.0,242.6806527
2004.0,247.19780219780216,223.1293706,242.6806527,33.386946386945965,4.2,62.0,30.0,28.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,18570.0,243.7121212
2005.0,245.0,222.0454545,243.7121212,34.8904428904425,4.2,61.0,33.0,30.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,245.0
2006.0,250.0,220.0,245.0,36.39393939393904,4.1,60.0,34.0,31.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,26460.0,245.0
2007.0,250.0,220.0,245.0,39.0,4.0,58.0,38.0,33.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,28660.0,245.0
2008.0,250.0,220.0,245.0,40.0,3.8,57.0,38.0,35.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,32910.0,250.0
2009.0,250.0,220.0,250.0,41.0,3.9,57.0,38.0,37.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,35930.0,250.0
2010.0,240.0,225.0,250.0,41.0,3.7,56.0,39.0,39.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,39090.0,250.0
2011.0,240.0,210.0,250.0,44.0,3.7,55.0,37.0,36.0,128.0,15708.283982683988,10780.394804894924,8116.200865800869,0.0,0.0,21302.893939197063,44050.0,250.0
2012.0,240.0,210.0,250.0,45.0,3.5,54.0,39.0,38.0,131.0,16001.657142857146,11672.07619023323,8366.34285714286,0.0,0.0,23321.33333313465,50050.0,250.0
2013.0,240.0,210.0,250.0,47.0,3.4,53.0,40.0,40.0,133.0,16508.285714285717,12717.714285552502,8735.714285714288,0.0,0.0,25534.16666650772,54710.0,255.0
2014.0,240.0,210.0,255.0,48.0,3.1,53.0,40.0,40.0,134.0,16992.0,13808.0,9072.0,0.0,0.0,27980.0,55540.0,255.0
2015.0,240.0,210.0,255.0,49.0,3.1,53.0,30.0,51.0,134.0,18352.0,15352.0,9980.0,22432.0,13872.0,30580.0,65080.0,255.0
2016.0,245.0,210.0,255.0,50.0,2.9,51.0,39.0,40.0,131.0,19388.0,16884.0,10628.0,24460.0,14692.0,33210.0,75450.0,255.0
2017.0,245.0,215.0,255.0,54.0,2.8,50.0,40.0,43.0,132.0,20872.0,18420.0,11448.0,26744.0,15864.0,36185.0,85530.0,255.0
2018.0,250.0,220.0,255.0,56.0,2.7,50.0,40.0,44.0,133.0,21928.0,20224.0,12180.0,29372.0,16788.0,39575.0,96840.0,255.0
2019.0,250.0,220.0,255.0,58.0,2.2,49.0,40.0,46.0,135.0,24268.0,22252.0,13624.0,32264.0,18732.0,43125.0,104071.36676311491,255.0
2020.0,255.0,220.0,255.0,60.0,2.0,47.0,43.0,45.0,135.0,26532.0,24424.0,15004.0,35408.0,20632.0,46930.0,118260.0,255.0
2021.0,255.0,225.0,255.0,58.0,1.8,46.66483516483527,40.76923076923083,51.21428571428578,139.53846153846166,26800.0,26288.0,15112.0,37932.0,21024.0,49300.0,124610.0,
2022.0,0.0,203.6188811,261.2470862,58.0,1.6,45.802197802197725,41.15384615384619,52.52747252747258,140.46153846153857,31428.0,29264.0,17868.0,42648.0,25040.0,54575.0,135080.01586437225,
