年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,469.925,329.625,83.14285714285734,3.0,33.73426573426559,173.26223776223742,108.60722610722678,194.0,0.0,0.0,0.0,0.0,0.0,0.0,,534.0
2001.0,1427.0,534.0,332.0,83.90659340659363,4.0,32.996503496503465,178.89160839160832,112.26456876456903,190.0,0.0,0.0,0.0,0.0,0.0,0.0,12496.0,549.0
2002.0,1446.0,549.0,336.0,84.67032967032992,3.0,32.25874125874111,184.5209790209792,115.92191142191132,206.0,0.0,0.0,0.0,0.0,0.0,0.0,14220.0,557.0
2003.0,1466.0,557.0,339.0,85.43406593406598,2.0,31.520979020978984,190.1503496503501,119.5792540792545,203.0,0.0,0.0,0.0,0.0,0.0,0.0,15872.0,564.0
2004.0,1494.0,564.0,344.0,86.19780219780228,2.0,30.78321678321685,195.7797202797192,123.23659673659677,210.0,0.0,0.0,0.0,0.0,0.0,0.0,17640.0,575.0
2005.0,1507.0,575.0,351.0,86.96153846153857,2.0,30.045454545454504,201.40909090909008,126.89393939393996,215.0,0.0,0.0,0.0,0.0,0.0,0.0,19560.0,580.0
2006.0,1522.0,580.0,354.0,78.0,2.0,29.0,197.0,125.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,22116.0,604.0
2007.0,1539.0,604.0,358.0,91.0,2.0,28.0,203.0,128.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,25204.0,630.0
2008.0,1708.0,630.0,361.0,91.0,2.0,28.0,197.0,137.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,28328.0,657.0
2009.0,1786.0,657.0,364.0,92.0,2.0,27.0,206.0,148.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,31044.0,687.0
2010.0,1871.0,687.0,368.0,92.0,2.0,26.0,264.0,153.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,34114.693538188934,720.0
2011.0,1879.0,720.0,371.0,94.0,2.0,26.0,265.0,154.0,253.0,21992.0,13860.0,11184.0,0.0,0.0,30715.0,37080.0,761.0
2012.0,1912.0,761.0,375.0,95.0,2.0,27.0,258.0,152.0,248.0,23780.0,15684.0,11456.0,0.0,0.0,34580.0,40664.0,796.0
2013.0,1921.0,796.0,378.0,95.0,2.0,25.0,257.0,156.0,244.0,26164.0,17500.0,12692.0,0.0,0.0,38035.0,46204.0,824.0
2014.0,1936.0,824.0,382.0,95.0,2.0,22.0,257.0,159.0,243.0,28308.0,20092.0,13472.0,0.0,0.0,36555.0,50352.0,850.0
2015.0,2276.0,850.0,386.0,95.0,2.0,22.0,253.0,164.0,243.0,26040.0,22060.0,15048.0,35140.0,24848.0,39755.0,55676.0,864.0
2016.0,2303.0,864.0,389.0,94.0,2.0,22.0,252.0,165.0,244.0,28396.0,24156.0,16736.0,38500.0,27712.0,43120.0,61808.0,875.0
2017.0,2370.0,875.0,400.0,94.0,2.0,21.0,247.0,167.0,245.0,31300.0,26388.0,18260.0,41940.0,30560.0,46845.0,67184.0,900.0
2018.0,2438.0,900.0,420.0,94.0,2.0,19.0,264.0,247.0,247.0,33448.0,28764.0,19904.0,45812.0,32648.0,50735.0,72430.35056316853,926.0
2019.0,2483.0,926.0,437.0,95.0,2.0,21.0,263.0,248.0,258.0,34800.0,31500.0,21820.0,49628.0,34052.0,55230.0,78519.81316554546,943.0
2020.0,2506.0,943.0,461.0,95.0,2.0,23.0,297.0,279.0,257.0,37968.0,33440.0,22256.0,54040.0,37160.0,57445.0,84898.16587328911,952.0
2021.0,2531.0,952.0,474.0,95.0,2.0,22.0,301.0,277.0,258.0,37664.0,37064.0,25032.0,56244.0,36936.0,62940.0,91565.40868675707,
2022.0,0.0,992.9426471,412.7720588,95.0,1.2745098039215748,17.503496503496535,297.1083916083917,189.0687645687649,279.60294117647027,41324.0,39445.11515173316,26903.39393939394,61698.0,40540.0,67531.84848451614,98521.54160535336,
