年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,620.95,677.2,38.604395604395606,3.338235294117624,207.3053613053613,24.6002331002328,50.76689976689977,297.75,0.0,0.0,0.0,0.0,0.0,0.0,,603.0
2001.0,487.0,603.0,695.0,38.62637362637363,3.0,207.06759906759908,26.28554778554735,52.95221445221432,315.0,0.0,0.0,0.0,0.0,0.0,0.0,7080.0,622.0
2002.0,499.0,622.0,701.0,38.64835164835165,3.0,206.82983682983684,27.97086247086236,55.13752913752887,310.0,0.0,0.0,0.0,0.0,0.0,0.0,9516.0,634.0
2003.0,508.0,634.0,707.0,38.67032967032967,3.0,206.5920745920746,29.65617715617691,57.322843822843424,316.0,0.0,0.0,0.0,0.0,0.0,0.0,10516.0,645.0
2004.0,517.0,645.0,714.0,38.69230769230769,3.0,206.3543123543124,31.34149184149146,59.508158508158886,295.0,0.0,0.0,0.0,0.0,0.0,0.0,12032.0,661.0
2005.0,530.0,661.0,716.0,40.0,3.0,206.1165501165501,33.02680652680601,61.69347319347344,300.0,0.0,0.0,0.0,0.0,0.0,0.0,13580.0,669.0
2006.0,536.0,669.0,718.0,39.0,3.0,205.87878787878788,34.71212121212102,63.87878787878799,305.0,0.0,0.0,0.0,0.0,0.0,0.0,15076.0,686.0
2007.0,537.0,686.0,737.0,39.0,3.0,209.0,37.0,66.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,16944.0,688.0
2008.0,546.0,688.0,745.0,39.0,3.0,211.0,35.0,66.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,19884.0,691.0
2009.0,523.0,691.0,754.0,39.0,3.0,206.0,39.0,68.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,21808.0,693.0
2010.0,524.0,693.0,763.0,37.0,3.0,196.0,42.0,74.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,23940.0,700.0
2011.0,530.0,700.0,778.0,37.0,3.0,202.0,42.0,76.0,320.0,11823.0,6909.0,4578.0,0.0,0.0,15303.0,26788.0,707.0
2012.0,535.0,707.0,792.0,38.0,3.0,204.0,47.0,78.0,329.0,14055.0,8256.0,5631.0,0.0,0.0,17583.0,29820.0,711.0
2013.0,536.0,711.0,785.0,39.0,3.0,203.0,48.0,81.0,332.0,15615.0,9561.0,6909.0,0.0,0.0,20226.0,33960.0,717.0
2014.0,540.0,717.0,804.0,40.0,2.0,202.0,51.0,83.0,336.0,17115.0,10689.0,7905.0,0.0,0.0,22371.0,40532.0,699.0
2015.0,544.0,699.0,819.0,39.0,2.0,205.0,51.0,85.0,341.0,15921.0,11379.0,8517.0,15300.0,11436.0,21315.0,45452.0,699.0
2016.0,527.0,699.0,823.0,39.0,2.0,204.0,52.0,86.0,341.0,17091.0,12405.0,9180.0,16628.0,12273.0,23127.0,50176.0,698.0
2017.0,527.0,698.0,835.0,40.0,2.0,205.0,52.0,87.0,344.0,18414.0,13335.0,9921.0,17932.0,13302.0,24885.0,55564.0,698.0
2018.0,527.0,698.0,839.0,41.0,2.0,205.0,52.0,87.0,345.0,20013.0,14481.0,10731.0,19628.0,14511.0,27117.0,60633.470583319664,698.0
2019.0,526.0,698.0,848.0,43.0,2.0,196.0,52.0,147.0,344.0,20214.0,15888.0,11730.0,21424.0,15300.0,29046.0,66605.5294059515,698.0
2020.0,526.0,698.0,854.0,45.0,2.0,193.0,53.0,145.0,336.0,21057.0,17340.0,12729.0,23320.0,16311.0,31239.0,72903.30959069729,698.0
2021.0,526.0,698.0,860.0,46.0,2.0,97.0,75.0,149.0,321.0,21006.0,18756.0,13071.0,24984.0,16557.0,32925.0,79526.81113755703,
2022.0,0.0,764.8882353,873.8735294,39.08791208791209,3.338235294117624,202.0745920745921,61.67715617715567,98.84382284382264,350.32352941176487,23268.0,20691.0,15180.0,27644.0,18858.0,35988.0,86476.03404664993,
