年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,464.5571096,441.3344988,49.54079254079261,3.3183823529411853,106.68131868131876,111.58241758241728,76.09890109890148,294.9560439560437,0.0,0.0,0.0,0.0,0.0,0.0,,469.9941725
2001.0,436.329670329671,469.9941725,443.537296,50.470862470862585,3.4,103.85164835164868,115.32417582417564,78.8351648351645,298.5604395604396,0.0,0.0,0.0,0.0,0.0,0.0,12390.0,475.4312354
2002.0,441.03296703296655,475.4312354,445.7400932,51.400932400932334,3.3,101.0219780219786,119.06593406593402,81.57142857142844,302.1648351648346,0.0,0.0,0.0,0.0,0.0,0.0,15700.0,480.8682984
2003.0,445.736263736264,480.8682984,447.9428904,52.33100233100231,3.0,98.19230769230762,122.80769230769238,84.30769230769238,305.7692307692305,0.0,0.0,0.0,0.0,0.0,0.0,17540.0,486.3053613
2004.0,450.4395604395595,486.3053613,450.1456876,53.261072261072286,3.2,102.0,123.0,80.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,20550.0,491.7424242
2005.0,445.0,491.7424242,452.3484848,54.19114219114226,3.2,98.0,128.0,89.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.0,485.0
2006.0,455.0,485.0,455.0,55.12121212121224,3.2,93.0,128.0,91.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,24020.0,500.0
2007.0,465.0,500.0,455.0,57.0,3.0,83.0,138.0,96.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,25040.0,510.0
2008.0,470.0,510.0,460.0,58.0,2.9,77.0,146.0,103.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,28850.0,515.0
2009.0,475.0,515.0,460.0,58.0,3.0,76.0,146.0,105.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,31580.0,520.0
2010.0,490.0,520.0,465.0,58.0,3.0,75.0,149.0,106.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,34770.0,535.0
2011.0,490.0,535.0,465.0,59.0,3.0,72.0,167.0,107.0,346.0,18077.432034632075,12964.349782586098,8879.134199134203,0.0,0.0,26881.47186088562,39470.0,540.0
2012.0,495.0,540.0,470.0,60.0,2.8,71.0,160.0,112.0,343.0,19872.685714285744,14110.114284873009,9921.14285714286,0.0,0.0,29909.52380904556,42860.0,540.0
2013.0,495.0,540.0,470.0,61.0,2.8,68.0,162.0,113.0,343.0,21737.428571428594,15398.571427881718,11009.714285714284,0.0,0.0,33060.95238053799,47200.0,540.0
2014.0,495.0,540.0,470.0,62.0,2.7,68.0,163.0,114.0,345.0,23504.0,16660.0,11804.0,0.0,0.0,36385.0,51720.0,545.0
2015.0,500.0,545.0,475.0,63.0,2.8,68.0,164.0,114.0,346.0,25624.0,18544.0,13520.0,31592.0,20948.0,39805.0,55810.0,545.0
2016.0,505.0,545.0,475.0,65.0,2.8,68.0,163.0,115.0,346.0,27700.0,20296.0,14628.0,34372.0,22668.0,43190.0,66780.0,550.0
2017.0,510.0,550.0,480.0,66.0,2.8,68.0,163.0,116.0,347.0,30308.0,21896.0,16264.0,37152.0,24960.0,46550.0,72960.0,555.0
2018.0,510.0,555.0,485.0,67.0,2.5,68.0,162.0,119.0,349.0,32364.0,23920.0,17144.0,40624.0,26660.0,50650.0,82200.0,560.0
2019.0,515.0,560.0,490.0,68.0,2.1,69.0,164.0,121.0,354.0,34500.0,26216.0,18548.0,44324.0,28624.0,54880.0,84084.35135006905,560.0
2020.0,645.0,560.0,490.0,69.0,1.8,69.0,162.0,124.0,355.0,37164.0,28508.0,19928.0,48152.0,30908.0,59345.0,90640.0,705.0
2021.0,650.0,705.0,495.0,68.0,1.6,47.25824175824164,190.15934065934107,133.5604395604396,370.6483516483513,36824.0,30364.0,20108.0,50580.0,30944.0,61545.0,96590.0,
2022.0,0.0,584.1724942,489.7960373,69.0,1.6,44.42857142857156,193.9010989010985,136.29670329670353,374.2527472527472,43028.0,33708.0,23812.0,55878.0,36465.0,67370.0,106421.67795157433,
