年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,548.05,633.05,36.92307692307693,3.0,200.53496503496444,85.63986013986005,54.08974358974365,279.0,0.0,0.0,0.0,0.0,0.0,0.0,,525.0
2001.0,473.0,525.0,645.0,36.96153846153847,3.0,196.6188811188804,83.97552447552471,55.7051282051284,282.0,0.0,0.0,0.0,0.0,0.0,0.0,8216.0,542.0
2002.0,482.0,542.0,655.0,37.0,4.0,192.70279720279723,82.31118881118891,57.320512820512704,288.0,0.0,0.0,0.0,0.0,0.0,0.0,9472.0,552.0
2003.0,491.0,552.0,661.0,37.03846153846155,3.0,188.7867132867132,80.64685314685312,58.93589743589746,280.0,0.0,0.0,0.0,0.0,0.0,0.0,10380.0,562.0
2004.0,503.0,562.0,668.0,37.07692307692308,3.0,184.8706293706291,78.98251748251732,60.551282051282215,284.0,0.0,0.0,0.0,0.0,0.0,0.0,12436.0,576.0
2005.0,510.0,576.0,671.0,37.11538461538463,3.0,180.95454545454504,77.31818181818198,62.16666666666652,287.0,0.0,0.0,0.0,0.0,0.0,0.0,14528.0,584.0
2006.0,517.0,584.0,679.0,39.0,3.0,171.0,68.0,64.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,16104.0,595.0
2007.0,528.0,595.0,702.0,37.0,3.0,171.0,81.0,62.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,17148.0,598.0
2008.0,519.0,598.0,716.0,37.0,3.0,184.0,81.0,67.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,19884.0,593.0
2009.0,515.0,593.0,726.0,37.0,3.0,184.0,88.0,75.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,22036.0,588.0
2010.0,510.0,588.0,735.0,38.0,3.0,149.0,58.0,67.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,24256.0,583.0
2011.0,515.0,583.0,747.0,35.0,3.0,149.0,56.0,71.0,276.0,10180.0,8188.0,5584.0,0.0,0.0,16110.0,25808.0,585.0
2012.0,522.0,585.0,761.0,36.0,3.0,147.0,57.0,74.0,278.0,13160.0,9504.0,6624.0,0.0,0.0,18030.0,30580.0,591.0
2013.0,526.0,591.0,749.0,37.0,2.0,145.0,60.0,76.0,281.0,14300.0,10704.0,7624.0,0.0,0.0,20035.0,36664.0,592.0
2014.0,529.0,592.0,758.0,38.0,2.0,142.0,61.0,78.0,281.0,15484.0,11912.0,9860.0,0.0,0.0,19540.0,42888.0,593.0
2015.0,519.0,593.0,772.0,39.0,2.0,142.0,62.0,78.0,282.0,13928.0,13224.0,10644.0,15264.0,11236.0,21395.0,48156.0,593.0
2016.0,520.0,593.0,786.0,37.0,2.0,142.0,62.0,79.0,283.0,15292.0,14520.0,11696.0,16844.0,12428.0,23320.0,53036.0,594.0
2017.0,524.0,594.0,799.0,38.0,2.0,140.0,64.0,81.0,284.0,16264.0,15692.0,12480.0,18400.0,13480.0,25315.0,57056.0,599.0
2018.0,530.0,599.0,804.0,38.0,2.0,136.0,62.0,129.0,286.0,17512.0,16948.0,13484.0,19884.0,14492.0,27160.0,61440.0,606.0
2019.0,535.0,606.0,811.0,40.0,2.0,136.0,62.0,126.0,278.0,18020.0,18480.0,14448.0,21348.0,15440.0,29405.0,67840.0,612.0
2020.0,540.0,612.0,818.0,41.0,2.0,79.0,61.0,131.0,271.0,19256.0,19620.0,15044.0,23176.0,16516.0,30730.0,73056.0,618.0
2021.0,543.0,618.0,823.0,44.0,2.0,77.0,62.0,133.0,272.0,19440.0,21560.0,16452.0,24600.0,17012.0,33420.0,86584.0,
2022.0,0.0,626.2147059,843.7,45.0,1.7254901960784252,114.38111888111872,49.02447552447575,89.62820512820508,288.2058823529412,20636.0,22787.19999986887,16872.50909090912,26724.0,18275.0,35696.24242427945,90364.9503736496,
