年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,543.1153846,540.0128205,43.51648351648373,4.213235294117652,124.8571428571422,114.40659340659296,103.96703296703345,289.71103896103887,0.0,0.0,0.0,0.0,0.0,0.0,,547.1923077
2001.0,583.1923076923076,547.1923077,543.7435897,44.62087912087918,3.0,121.07142857142844,118.71978021977884,106.9780219780223,294.386363636364,0.0,0.0,0.0,0.0,0.0,0.0,13204.0,551.2692308
2002.0,587.3846153846143,551.2692308,547.474359,45.72527472527463,3.0,117.28571428571377,123.03296703296655,109.98901098901116,299.06168831168907,0.0,0.0,0.0,0.0,0.0,0.0,16232.0,555.3461538
2003.0,591.5769230769229,555.3461538,551.2051282,46.829670329670535,4.0,113.5,127.34615384615245,113.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,18832.0,559.4230769
2004.0,595.7692307692296,559.4230769,554.9358974,47.934065934065984,4.0,122.0,127.0,109.0,310.5,0.0,0.0,0.0,0.0,0.0,0.0,20996.0,563.5
2005.0,599.9615384615381,563.5,558.6666667,49.03846153846143,4.0,106.0,137.0,121.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,24880.0,569.0
2006.0,605.0,569.0,560.0,51.0,4.0,104.0,140.0,125.0,321.5,0.0,0.0,0.0,0.0,0.0,0.0,31076.0,571.0
2007.0,607.0,571.0,565.0,51.0,4.0,101.0,143.0,126.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,31944.0,573.0
2008.0,610.0,573.0,569.0,51.0,4.0,89.0,153.0,132.0,333.5,0.0,0.0,0.0,0.0,0.0,0.0,33360.0,574.0
2009.0,611.0,574.0,574.0,52.0,4.0,84.0,157.0,134.0,344.5,0.0,0.0,0.0,0.0,0.0,0.0,34128.0,576.0
2010.0,612.0,576.0,578.0,56.0,4.0,78.0,162.0,138.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,36820.0,597.0
2011.0,635.0,597.0,583.0,56.0,4.0,75.0,160.0,132.0,347.5,18103.36277056281,20702.880519270897,9329.29090909095,0.0,0.0,25685.941558122635,40564.0,600.0
2012.0,638.0,600.0,587.0,57.0,3.0,76.0,162.0,133.0,366.0,20163.92380952384,23012.98571419716,10824.600000000037,0.0,0.0,29104.857142567635,42196.0,601.0
2013.0,639.0,601.0,591.0,58.0,3.0,75.0,171.0,143.0,334.5,22224.952380952403,25489.928571283817,12324.000000000027,0.0,0.0,32606.785714030266,47008.0,604.0
2014.0,642.0,604.0,594.0,60.0,3.0,75.0,175.0,147.0,339.0,24028.0,28215.0,13641.0,0.0,0.0,36480.0,50512.0,602.0
2015.0,640.0,602.0,597.0,60.0,2.0,74.0,179.0,150.0,342.0,26456.0,30948.0,15306.0,30948.0,21639.0,39762.0,54836.0,605.0
2016.0,644.0,605.0,597.0,61.0,2.0,72.0,182.0,153.0,345.0,28892.0,33786.0,17100.0,33788.0,23820.0,43266.0,57212.0,608.0
2017.0,647.0,608.0,600.0,62.0,2.0,70.0,181.0,152.0,344.0,30020.0,36915.0,18597.0,36912.0,25143.0,47160.0,64816.0,612.0
2018.0,651.0,612.0,604.0,63.0,2.0,69.0,182.0,155.0,345.5,32512.0,40437.0,19707.0,40436.0,27129.0,51372.0,70824.0,614.0
2019.0,608.0,614.0,605.0,64.0,2.0,68.0,184.0,156.0,346.5,35100.0,43971.0,21510.0,43972.0,29421.0,55704.0,77672.0,614.0
2020.0,609.0,614.0,606.0,62.0,2.0,67.0,184.0,158.0,346.5,37616.0,47988.0,23364.0,47988.0,31767.0,60351.0,85576.0,662.0
2021.0,656.0,662.0,606.0,63.0,1.0,45.35714285714221,204.9835164835149,167.19780219780205,269.0,36128.0,50643.0,23001.0,50640.0,30969.0,62598.0,91304.0,
2022.0,0.0,632.8076923,622.0897436,64.0,1.0,41.57142857142844,209.29670329670265,170.2087912087909,392.568181818182,42096.0,55497.0,26838.0,55496.0,36225.0,68052.0,94821.34736555816,
