年份,dense,live_popularity,born_popularity,urbanizationRate,unemploymentRate,Employment,si_Employment,ti_Employment,employeesNumber,urban_residents_consumption,ruralincome_polynomial_predicted,rural_residents_consumption,per_income,per_consumption,cityincome,wage2022,target
2000.0,0.0,464.575,455.525,71.2032967032967,2.5955882352941178,79.1177156177157,64.72377622377644,39.43240093240047,177.875,0.0,0.0,0.0,0.0,0.0,0.0,,468.0
2001.0,2263.0,468.0,459.0,71.06593406593407,1.0,78.20163170163187,67.62587412587436,41.19114219114181,207.0,0.0,0.0,0.0,0.0,0.0,0.0,9124.0,478.0
2002.0,2310.379104477612,478.0,462.0,70.92857142857144,2.0,77.2855477855478,70.52797202797228,42.949883449883146,208.0,0.0,0.0,0.0,0.0,0.0,0.0,11928.0,482.0
2003.0,2335.0,482.0,480.0,70.79120879120876,3.0,76.36946386946397,73.4300699300702,44.70862470862448,207.0,0.0,0.0,0.0,0.0,0.0,0.0,13564.0,486.0
2004.0,2355.0,486.0,485.0,70.65384615384613,3.0,75.45337995338014,76.33216783216812,46.46736596736582,163.0,0.0,0.0,0.0,0.0,0.0,0.0,14424.0,493.0
2005.0,2387.0,493.0,488.0,72.0,3.0,74.53729603729607,79.23426573426605,48.22610722610716,174.0,0.0,0.0,0.0,0.0,0.0,0.0,15840.0,494.0
2006.0,2395.0,494.0,491.0,70.0,3.0,73.62121212121224,82.13636363636397,49.98484848484805,180.0,0.0,0.0,0.0,0.0,0.0,0.0,17112.0,500.0
2007.0,2408.0,500.0,495.0,70.0,3.0,71.0,68.0,43.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,18956.0,507.0
2008.0,2423.0,507.0,501.0,70.0,3.0,71.0,71.0,45.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,21564.0,515.0
2009.0,2290.0,515.0,507.0,70.0,3.0,70.0,105.0,63.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,23084.0,522.0
2010.0,2322.0,522.0,511.0,68.0,3.0,71.0,108.0,65.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,25384.0,540.0
2011.0,2400.0,540.0,524.0,69.0,3.0,71.0,104.0,63.0,238.0,13218.0,6516.0,5958.0,0.0,0.0,15177.0,27740.0,540.0
2012.0,2409.0,540.0,529.0,70.0,2.0,70.0,105.0,64.0,239.0,15744.0,7893.0,6585.0,0.0,0.0,17472.0,32784.0,541.0
2013.0,2492.0,541.0,533.0,70.0,2.0,69.0,107.0,63.0,239.0,17985.0,9030.0,7296.0,0.0,0.0,20022.0,37716.0,542.0
2014.0,2506.0,542.0,540.0,70.0,2.0,65.0,110.0,65.0,240.0,19548.0,10095.0,7944.0,0.0,0.0,22206.0,42644.0,545.0
2015.0,2512.0,545.0,547.0,69.0,2.0,65.0,108.0,65.0,238.0,18036.0,11190.0,9525.0,17264.0,14562.0,21444.0,45936.0,546.0
2016.0,2481.0,546.0,550.0,69.0,3.0,64.0,109.0,65.0,238.0,19350.0,12453.0,10797.0,18996.0,16179.0,23259.0,52296.0,546.0
2017.0,2485.0,546.0,559.0,69.0,2.0,63.0,109.0,67.0,239.0,20721.0,13662.0,12018.0,20712.0,17532.0,25119.0,55864.0,548.0
2018.0,2490.0,548.0,565.0,70.0,2.0,62.0,108.0,69.0,240.0,21777.0,14904.0,13344.0,22520.0,18789.0,27174.0,61782.70588159561,549.0
2019.0,2495.0,549.0,569.0,70.0,2.0,60.0,98.0,89.0,240.0,21996.0,16245.0,14052.0,24428.0,19185.0,29076.0,67614.3137242794,549.0
2020.0,2492.0,549.0,572.0,71.0,2.0,60.0,101.0,87.0,248.0,23853.0,17733.0,15372.0,26612.0,20943.0,31413.0,73763.66150510311,550.0
2021.0,2497.0,550.0,576.0,71.0,3.0,37.0,97.0,112.0,247.0,24048.0,18960.0,15741.0,28220.0,21255.0,32919.0,80230.74922382832,
2022.0,0.0,588.4544118,587.1367647,68.18131868131866,2.0,58.96386946386952,128.5699300699307,78.12470862470855,271.2132352941171,25266.0,20817.0,16914.0,30968.0,22491.0,35598.0,87015.57688069344,
